,Name,Rating,Reviews,Salaries,Interviews,Jobs,Benefits
2334,Flamingo Pharmaceuticals,3.2,450,1.8k,34,22,34
2335,Common Service Centres,4.4,449,1.2k,14,,14
2336,SABIC,4.1,449,1.4k,30,7,51
2337,BSCPL Infrastructure,3.9,449,1.3k,31,12,47
2338,RPG Life Sciences,3.7,449,1.5k,15,2,51
2339,CommScope,3.8,449,3k,41,4,47
2340,SBI Mutual Fund,3.8,448,1.7k,28,25,38
2341,ITI,3.7,448,1.4k,38,,34
2342,Cera Sanitaryware,4.1,448,1.6k,32,2,33
2343,SPAR Hypermarkets,3.9,448,1.3k,22,1,41
2344,Saxo Bank,3.6,448,2.4k,61,5,28
2345,Protium Finance,3.9,448,1.9k,35,5,4
2346,Torrent Gas,3.0,447,2.1k,57,,36
2347,GS Lab,3.7,447,3.5k,64,,36
2348,Karvy Data Management,3.3,447,829,2,,
2349,Loadshare Networks,3.6,447,1.6k,44,9,24
2350,Railtel Corporation Of India,3.7,446,2k,29,,20
2351,Pratham Education Foundation,4.1,446,936,14,6,47
2352,B. Braun Medical,4.1,446,1.6k,21,,64
2353,ZF Friedrichshafen,3.8,447,2k,30,,11
2354,Mediterranean Shipping Company,4.0,446,2.2k,25,,26
2355,JNS Instruments,3.9,446,1.8k,33,,35
2356,National Australia Bank,2.9,446,3.1k,53,9,4
2357,T.v. Sundram Iyengar & Sons,3.9,445,1.1k,9,,49
2358,SMEC,3.6,445,1.4k,30,34,43
2359,Red Hat,4.3,445,3.5k,60,33,48
2360,Red Hat,4.3,445,3.5k,60,33,48
2361,GM Modular,3.8,445,1.8k,23,54,34
2362,Khadims,3.7,445,1.3k,17,,47
2363,Portea Medical,3.8,444,1.3k,31,,41
2364,KSB Limited - Irrigation & Process Division (IPD),3.7,444,2.2k,24,,16
2365,AVAYA,3.1,443,2.9k,46,,41
2366,Kaya Skin Clinic,3.6,443,1.1k,21,4,42
2367,Cloud4C,3.6,443,2.9k,38,17,39
2368,LuLu Group International,3.4,442,2.1k,31,2,30
2369,Jindal Aluminium,3.8,442,1.8k,46,21,53
2370,Texmaco Rail and Engineering,3.8,444,1.7k,26,18,44
2371,Corona Remedies,4.1,442,1.3k,13,,29
2372,Ciena,4.0,442,3.1k,45,,53
2373,IL&FS Engineering and Construction,4.5,442,942,15,6,57
2374,Sahyadri Hospital,4.2,442,1.4k,31,35,35
2375,Indofil Industries,4.1,442,1.8k,16,,52
2376,Balmer Lawrie,3.6,442,1.8k,33,34,37
2377,AIG Hospital,4.3,442,1.5k,32,3,28
2378,Usha Martin,4.0,443,1.4k,23,,52
2379,MKC Infrastructure Ltd.,3.5,441,1.3k,38,15,28
2380,Moon Beverages,3.9,442,1.5k,21,4,20
2381,Hyundai Glovis,3.8,442,1.8k,24,,48
2382,Bharat Bijlee,4.2,440,1.5k,20,2,46
2383,Stryker,3.9,441,3.3k,48,68,55
2384,RND Softech,3.1,440,1.8k,39,,16
2385,Jupiter Hospital,3.9,441,1.6k,23,7,23
2386,Paradeep Phosphates,3.9,439,1.4k,59,8,20
2387,Ergode IT Services,3.3,439,1.4k,28,43,58
2388,Reliance Infrastructure,4.0,438,2k,30,,61
2389,NR Switch N Radio Services,3.8,439,1.1k,22,7,33
2390,H & R Johnson,3.5,438,1.2k,9,,41
2391,Puravankara,3.5,438,1.9k,23,13,5
2392,Bharat Seats,3.7,438,1.6k,31,5,38
2393,Realme,3.7,439,1.4k,29,6,13
2394,Bandhan Life,3.1,438,1.2k,14,7,26
2395,K D Hospital,4.5,437,338,22,12,6
2396,FabHotels,3.2,437,2k,43,25,24
2397,St. Xavier's High School,3.7,437,1.5k,18,34,46
2398,Kolte Patil Developers,4.0,438,1.9k,22,15,49
2399,Reshamandi,3.4,436,590,17,,127
2400,Deluxe Entertainment,3.5,436,2.4k,36,23,38
2401,CS TECH Ai,3.9,436,1.5k,37,47,26
2402,Aker Solutions,4.0,435,2.2k,36,3,41
2403,Self Practice,4.4,435,6.1k,68,,22
2404,Eurokids,3.9,435,1.3k,15,2,36
2405,In Time Tec Visionsoft,3.5,435,2.3k,45,21,69
2406,Fuji Electric,3.6,434,1.8k,20,12,14
2407,Miracle Software Systems,3.8,434,1.9k,41,60,24
2408,Clix Capital Services,4.0,434,1.5k,25,40,19
2409,Toyota,4.1,435,1.8k,47,,50
2410,Kyungshin Industrial Motherson,3.3,434,2.1k,24,,37
2411,Henkel Adhesives Technologies,4.1,434,1.9k,22,12,44
2412,Capital Foods,4.2,434,1.3k,31,,57
2413,CWT,3.4,433,1.5k,7,,54
2414,Yusen Logistics,4.0,433,1.7k,15,7,34
2415,Gaurs Group,4.2,434,1.4k,30,20,23
2416,Yethi Consulting,3.4,434,3k,64,4,16
2417,Nagarjuna Fertilizers and Chemicals,4.1,433,1.3k,18,,54
2418,ELGI Equipments,4.1,433,2k,27,10,48
2419,Alankit,3.3,433,1.2k,38,24,21
2420,ZTE Corporation,4.1,433,1.2k,20,3,68
2421,Gokaldas Exports,3.8,432,1.6k,33,21,21
2422,SISL Infotech,3.5,432,2.3k,22,181,18
2423,DesignTech Systems,3.4,432,2k,43,32,29
2424,Espire Infolabs,2.5,432,2.4k,25,18,24
2425,Mjunction Services,3.9,432,1.8k,26,,41
2426,Paper Boat(Hector Beverages Pvt. Ltd.),3.9,432,1.3k,22,2,32
2427,Synopsys,3.6,432,3.5k,103,18,44
2428,Titagarh Rail Systems,2.8,432,1.6k,33,,11
2429,Mahle Anand Thermal Systems,4.1,432,1.5k,29,,28
2430,LT Foods,3.9,433,1.6k,23,,41
2431,TotalEnergies,3.8,431,1.6k,33,7,44
2432,PULSUS HealthTech Group,3.2,431,1.3k,35,15,36
2433,Kataria Automobiles,3.5,432,1.5k,19,5,34
2434,Aptech,3.4,430,1.7k,29,25,45
2435,Indian Immunologicals,4.2,430,1.7k,22,,47
2436,Comcast,3.9,431,4.3k,89,,9
2437,Reliance Capital,3.8,430,1.9k,19,,75
2438,Grant Thornton Bharat,3.5,431,2.2k,82,3,17
2439,Educomp Solutions,3.5,429,648,5,5,49
2440,NetApp,3.7,429,3.9k,73,55,35
2441,Kaynes Technology,3.4,429,1.6k,50,,34
2442,Mediamint,2.9,429,2.7k,40,46,29
2443,Caresoft Global,3.4,429,3.2k,51,2,43
2444,Majesco,3.0,430,3.3k,32,11,48
2445,Dow Chemical International Private Limited,3.7,429,2.1k,38,7,38
2446,Bengal Beverages,3.0,429,1.3k,35,1,30
2447,Transasia Bio-Medicals,3.3,430,1.7k,20,7,31
2448,Purplle.com,3.6,429,1.9k,33,9,24
2449,360 Realtors,3.5,428,1.5k,36,3,47
2450,Flipkart Health+,3.5,428,1.6k,27,,31
2451,PC Solutions,4.0,428,1.3k,42,4,29
2452,Clove Dental,4.0,428,1.2k,65,82,10
2453,Regency Hospital Ltd,4.0,428,1.3k,23,8,24
2454,GTL Infrastructure,4.1,428,872,12,,47
2455,Aditya Birla Housing Finance,3.8,429,1.6k,18,,1
2456,Infosys Consulting,3.4,428,3.8k,177,,65
2457,Dodsal Engineering & Construction,4.5,427,685,16,,71
2458,CodeClouds,4.2,427,1.2k,51,39,124
2459,AIRBUS,3.6,427,4.3k,77,3,40
2460,Kothari Agritech,4.3,427,687,46,1,8
2461,Montecarlo Construction,4.1,427,1.3k,48,,44
2462,Brembo Brake India,4.1,427,1.5k,18,,36
2463,Allegis Group,3.6,426,2.7k,23,,42
2464,Paynearby Technologies,3.9,426,1.5k,27,,23
2465,Nuvama Wealth and Investment,3.2,426,2.2k,18,15,7
2466,Pocket FM,2.7,426,1.7k,64,12,5
2467,Meyer Organics,3.7,426,1.4k,29,14,35
2468,ABCI Infrastructures,3.4,426,5.5k,66,3,53
2469,Spoton Logistics,4.4,425,1.1k,18,,59
2470,Le Méridien,4.2,425,1.1k,22,,63
2471,Adani Cement,3.5,425,1.6k,48,,2
2472,Ashapura Group Of Industries,4.0,427,1.7k,29,3,43
2473,ARMSOFTECH.AIR,3.3,425,1.4k,27,,54
2474,Cimpress,3.8,425,2.8k,67,8,37
2475,Eurofins It Solutions,3.1,425,3.4k,65,1,58
2476,SoftwareOne,3.7,425,3.5k,51,49,47
2477,Speridian Technologies,3.4,424,3.1k,49,17,21
2478,Birla White,4.2,425,1.2k,34,,33
2479,KLAY Preschool and Daycare,3.5,426,1.3k,44,265,43
2480,OnePlus,3.7,424,1.9k,35,,43
2481,NTPC GE Power Services,3.9,424,1.5k,50,,24
2482,Mashreq Global Services,3.1,423,2.4k,28,84,33
2483,Ind-Swift Laboratories,3.8,424,1.6k,19,,56
2484,Go Colors,3.9,424,941,12,1,7
2485,Samsung C&T,4.3,423,1.3k,14,1,49
2486,Sunwoda Electronic India Pvt Ltd,3.9,423,1.9k,38,,40
2487,Powerweave,3.3,423,1.7k,28,2,34
2488,Honour Lab,3.9,423,1.8k,24,,22
2489,Bada Business,3.5,423,1.6k,27,536,39
2490,Orion Innovation,3.5,423,3.4k,44,2,13
2491,Chettinad Cements,3.9,423,1.9k,38,,21
2492,Zscaler Softech,3.3,422,2.9k,82,163,34
2493,Kiswok Industries,3.3,422,1.7k,34,8,32
2494,Confidence Petroleum India,2.9,422,1.6k,31,23,13
2495,Dee Piping System,4.1,422,1.5k,27,4,23
2496,B.C. Jindal Group of Companies,3.9,422,1k,29,,15
2497,Medica Superspecialty Hospital,3.8,421,1.5k,20,131,48
2498,Rapido,3.5,421,2.2k,39,9,29
2499,Entrata,3.9,421,2.3k,41,6,50
2500,Vcare Trichology,3.6,421,1.8k,43,22,17
2501,Kutchina,3.5,421,1.2k,15,,26
2502,Honeywell International India,3.9,421,2.5k,37,,50
2503,AQM Technologies,3.3,421,3.2k,49,9,20
2504,Bonfiglioli Transmissions Limited,3.5,420,1.6k,36,3,34
2505,Varindera Constructions,4.5,422,919,36,8,19
2506,Falcon Autotech,3.9,420,1.8k,52,1,39
2507,Al Turki Enterprises,3.6,419,962,16,,50
2508,Tata Steel Downstream Products,3.6,419,1.4k,41,,24
2509,Calsoft,2.7,419,3.6k,55,132,29
2510,ArisGlobal,2.8,419,2.9k,41,3,10
2511,ABC Consultants,3.9,419,25k,237,1,23
2512,Knack Global,3.1,420,1.6k,51,18,18
2513,Secure Value,3.3,419,941,19,,23
2514,Rakuten Symphony,3.5,419,3.5k,40,7,12
2515,Premium Transmission,3.3,418,1.9k,50,,35
2516,Unified Mentor,4.0,418,371,64,,11
2517,NOON.COM,3.3,419,2.5k,54,,31
2518,Innovatiview India Ltd,4.2,421,1.2k,41,12,28
2519,Ami Lifesciences,3.9,418,1.7k,21,1,22
2520,Black Knight,3.5,417,2.7k,28,,44
2521,Tally Solutions,4.0,417,2.3k,47,27,49
2522,Mahindra Lifespace Developers,4.1,417,1.7k,24,8,47
2523,IIMI Image Management Private Limited,4.1,417,535,41,,7
2524,Havmor Ice Cream,4.1,417,1.2k,28,2,44
2525,FM LOGISTIC,4.0,417,1.3k,30,8,12
2526,Tata BlueScope Steel,3.6,416,1.5k,30,3,33
2527,Ramada,3.9,416,1k,19,,67
2528,Midland Microfin Limited,3.4,416,878,35,,14
2529,National Organic Chemical Industries,3.8,416,1.8k,31,5,44
2530,Infovision,3.5,416,3.9k,39,33,3
2531,National Bulk Handling Corporation,4.1,416,1.1k,21,7,43
2532,Talbros,3.9,416,1.7k,30,1,32
2533,Konexions Back Office Services,2.7,416,1.6k,32,6,13
2534,LKQ INDIA,3.5,416,2.3k,37,3,26
2535,Godrej Jersey,4.1,417,1.2k,25,,2
2536,Freecharge,3.8,415,2.7k,64,17,17
2537,Magus Customer Dialog,3.7,415,810,12,,43
2538,Lambda Therapeutic Research,4.0,415,1.4k,18,21,23
2539,The Indian Hotels Company,4.1,415,1.7k,28,20,39
2540,Rieter,3.6,415,2.2k,30,7,48
2541,Ozone Overseas,3.9,415,1.4k,32,16,34
2542,Siyaram Silk Mills,4.0,415,1.5k,22,8,43
2543,Neilsoft,3.3,414,2.8k,45,35,26
2544,Mazagon Dock,4.2,414,1.2k,21,,34
2545,Recpdcl.ltd,4.0,414,789,17,,44
2546,Dun & Bradstreet,3.1,414,2.9k,41,9,46
2547,Cipla Health,4.1,414,1.3k,38,,31
2548,A. O. Smith India Water Products Private Limited,3.9,414,1.3k,20,6,43
2549,Head Field Solutions,4.1,413,1.2k,65,1,21
2550,Pole To Win,3.3,413,2k,61,1,44
2551,Indian Political Action Committee,2.8,413,1.7k,50,,14
2552,Akal Information Systems,4.0,413,1.8k,26,,15
2553,Tagros Chemicals,3.5,413,1.8k,40,,42
2554,TTK Healthcare,4.1,413,1.3k,18,8,53
2555,Nexteer Automotive,3.8,412,2.5k,26,,30
2556,India Nippon Electricals,3.9,412,1.5k,22,7,55
2557,Anunta Technology Management Services,3.5,412,2.1k,38,8,26
2558,Citykart Retail,3.8,413,927,25,4,28
2559,Flipkart Wholesale,3.8,412,968,66,,25
2560,Tata Steel Utilities and Infrastructure Services,3.7,411,1.2k,37,,40
2561,Aramex,3.3,411,1.2k,25,,49
2562,Flatworld Solutions,3.4,411,2.8k,30,4,40
2563,Mungi Group,4.0,411,1.7k,24,,34
2564,Capital Trust,3.3,411,847,22,,30
2565,Essar Group,3.7,410,1.8k,32,2,49
2566,Aculife Healthcare,3.0,410,1.5k,32,4,31
2567,Aliens Group,4.0,410,1.3k,45,18,59
2568,TresVista,2.5,411,2.8k,123,20,13
2569,InfoBeans,3.4,410,3.5k,44,49,40
2570,Fossil Group,3.8,410,2k,32,6,32
2571,Baramati Agro,3.8,410,1.5k,27,1,28
2572,IB Group,3.8,412,1.5k,26,1,24
2573,FCm Travel Solutions,3.2,409,1.6k,13,8,27
2574,International Automotive Components,3.9,409,1.9k,25,,25
2575,MyMoneyMantra,3.2,409,1.8k,14,,14
2576,Nettur Technical Training Foundation,3.6,408,1.1k,27,3,36
2577,Prolifics Corporation,3.6,409,2.4k,53,67,25
2578,Chambal Fertilisers And Chemicals,3.8,408,1.5k,26,,35
2579,e2open,3.5,409,3.4k,61,,34
2580,e2open,3.5,409,3.4k,61,,34
2581,Freyr Solutions,3.7,408,2.6k,31,11,20
2582,Polestar Analytics,4.1,409,1.1k,23,20,58
2583,Virchow Biotech,3.4,407,1.7k,24,,35
2584,Hexagon Nutrition,4.1,407,1k,17,6,136
2585,PC Jewellers,3.9,407,949,18,4,30
2586,Bmm Ispat,3.9,407,1.5k,35,,34
2587,Bonace Engineers,3.9,407,1.2k,33,,27
2588,Uniparts Group,3.6,407,1.5k,21,10,30
2589,Arvind Fashions,3.8,407,1.7k,21,,22
2590,Agro Tech Foods,4.0,407,1.2k,21,,35
2591,Samsonite,4.1,406,1.3k,15,12,28
2592,IMS People,3.5,406,2.2k,40,2,37
2593,Western Union,3.0,406,2.6k,37,5,40
2594,Aka Logistics,3.2,407,1.3k,36,2,27
2595,Nous Infosystems,3.6,406,3.3k,46,18,37
2596,Roca Bathroom Products,3.7,406,1.4k,20,,39
2597,SAEL Industries Limited,3.9,406,1.4k,39,26,22
2598,Ingersoll Rand,3.9,406,2.4k,35,11,38
2599,Echobooom Management & Entrepreneurial Solutions,3.7,405,463,98,63,187
2600,SBI Capital Markets,3.6,405,2.1k,23,,17
2601,DataMetica,3.2,405,2.7k,47,17,20
2602,Odessa,3.7,405,2.4k,46,,52
2603,Penna Cement Industries,4.1,406,1.5k,13,,32
2604,Schoolnet India,3.9,407,1.1k,21,20,56
2605,Roop Automotives,4.2,405,1.3k,30,,45
2606,Carrier Midea,3.7,406,1.7k,19,,22
2607,Oberoi Realty,4.2,405,1.9k,19,11,37
2608,Global Indian International School,4.2,404,1k,17,58,53
2609,Novartis Healthcare,4.1,404,3.1k,22,6,45
2610,Silver Touch Technologies,3.1,404,2.4k,31,13,9
2611,Avalara Technologies,3.1,404,3k,72,37,25
2612,Realty Assistant,3.4,406,626,44,21,78
2613,NeoGrowth Credit,3.1,404,1.7k,24,4,26
2614,Spice Money,4.1,404,1.4k,34,,23
2615,Theobroma Foods,3.9,406,1.3k,22,33,23
2616,GE Vernova T&D India,4.1,403,1.6k,9,,42
2617,Accel Frontline,4.1,403,751,7,,44
2618,Larsen & Toubro Group,4.1,403,1k,95,,48
2619,ICFAI University,3.6,404,873,23,,45
2620,Ensono,4.2,404,2.4k,31,73,22
2621,Apex Laboratories,3.8,402,1.8k,23,1,32
2622,Tyger Capital,4.0,403,1.3k,28,6,23
2623,TCL,4.0,403,2k,40,,24
2624,Orient Bell,3.4,403,1.5k,21,4,37
2625,Eversendai,3.6,403,1.5k,30,9,43
2626,P.D. Hinduja National Hospital and Medical Research Centre,3.8,403,2.3k,26,28,43
2627,CogentHubCX.AI,3.4,403,776,33,52,18
2628,Pon Pure Chemical,3.4,403,1.4k,23,29,31
2629,Bhagwati Products,3.7,402,1.1k,17,,33
2630,Systems Plus,4.3,402,1.5k,31,65,15
2631,Qwik Supply Chain,3.8,402,1.1k,27,,16
2632,Asian Granito India,3.6,403,1.5k,15,,20
2633,Raptakos Brett and Company,3.5,402,1.4k,22,2,25
2634,L&T Heavy Engineering,3.9,402,778,31,,27
2635,YKK,3.7,402,1.3k,25,,48
2636,Karvy DigiKonnect,3.1,402,1.3k,7,,29
2637,Groupon,3.2,401,2.3k,43,3,37
2638,RCM,4.1,402,616,49,4,7
2639,Pearson Education India,4.0,401,1.7k,9,12,50
2640,Metrochem Api,3.0,400,1.8k,31,4,33
2641,Indian Institute of Technology Gandhinagar,4.2,400,2.4k,23,,31
2642,Tessolve,3.3,400,2.7k,61,137,15
2643,HealthKart,3.8,400,1.9k,30,23,37
2644,Onsitego,3.8,401,1.3k,20,31,30
2645,Jyoti CNC Automation,4.0,400,1.3k,23,8,30
2646,Clean Harbors,3.4,400,2.5k,33,12,25
2647,Welspun Flooring,3.8,400,1.2k,21,,26
2648,Yutika Natural,3.4,400,875,22,7,1
2649,Fortis Escorts Hospital,4.2,399,938,20,,33
2650,Oda Class,3.0,400,639,27,,6
2651,Motilal Oswal Private Wealth Management,4.5,400,292,78,,2
2652,Amri Hospital,4.0,399,1.2k,27,,37
2653,MAYORA,3.8,399,953,21,,43
2654,Venkateshwara Hatcheries,3.7,400,1.4k,11,,33
2655,Zealous Services,2.8,399,1.1k,22,4,50
2656,Ess Kay Fincorp,4.1,398,979,12,5,43
2657,Saama Technologies,3.7,398,3.5k,59,27,44
2658,Mann And Hummel Filter,3.9,398,1.7k,19,6,38
2659,Scientific Publishing Services,3.7,398,1.4k,18,,46
2660,myGate,3.0,399,2.3k,30,3,22
2661,Haldia Petrochemicals,3.8,399,1.8k,37,,46
2662,Fitelo,3.4,398,691,42,,71
2663,Intercontinental Exchange,3.1,400,2.4k,42,,6
2664,SHARE Microfin,4.2,398,558,20,,40
2665,NIFTEL COMMUNICATIONS,3.9,398,689,67,10,8
2666,Desun Hospital & Heart Institute,3.8,398,996,27,7,22
2667,Greet Technologies,2.7,397,1.2k,35,2,29
2668,Etech Global Services,3.7,397,1.7k,44,6,43
2669,Venus Remedies,4.2,397,988,41,28,87
2670,GRT Jewellers,4.1,396,1.4k,28,7,18
2671,Bangalore International Airport,4.3,398,1.5k,31,9,35
2672,Samsung SDS,3.0,396,2.6k,30,,16
2673,Tirumala Milk Products,4.2,396,1.1k,31,4,38
2674,Impact Guru,3.5,396,1.5k,49,22,7
2675,State Street Bank,3.5,395,2.9k,18,,11
2676,Imarticus Learning,3.9,395,1.1k,29,1.2k,29
2677,Hero Housing Finance,3.9,395,1.5k,22,95,10
2678,Indus Net Technologies,3.2,396,1.9k,33,,20
2679,M Baazar,3.9,402,837,31,14,7
2680,Bank of Maharashtra,3.3,396,1.5k,17,,32
2681,Lotte India Corporation,4.0,396,1.3k,30,7,33
2682,Shyam Sel & Power,3.7,395,1.4k,56,,24
2683,National Fertilizers,4.4,394,1k,29,,43
2684,Astra Microwave Products,3.9,394,2k,31,1,27
2685,American Axle & Manufacturing,4.3,394,1.5k,23,,38
2686,Kanpur Fertilizers & Chemicals,3.6,394,1.2k,34,,17
2687,UNIVO Education,3.4,394,1.4k,30,,3
2688,PGP Glass,4.0,395,1.2k,31,,16
2689,Rama Medical College Hospital & Research Centre,4.0,395,1.1k,38,,47
2690,Accelya Solutions India Limited,3.4,393,2.6k,49,53,30
2691,Nidec Corporation,3.7,393,1.6k,25,3,37
2692,ANR Software Private Limited,4.1,393,1.1k,35,15,28
2693,Ashiana Housing,4.0,393,1.5k,33,27,46
2694,Buhler,3.8,393,1.8k,31,,36
2695,Vision India Services,3.8,393,1.3k,37,,22
2696,HYT Engineering Company Pvt Ltd,3.3,393,1.4k,37,16,30
2697,ITC Limited - Paperboards Specialty Papers Division,3.9,392,1.5k,17,1,38
2698,BPTP,4.1,392,1.3k,26,15,44
2699,Sunstone,3.7,392,1.6k,25,38,25
2700,ITC Limited - Paperboards Specialty Papers Division,3.9,392,1.5k,17,1,38
2701,Gtpl Hathway,4.0,393,1.8k,27,14,21
2702,BPTP,4.1,392,1.3k,26,15,44
2703,Invensis Technologies,3.6,392,1.8k,32,2,18
2704,Indian Space Research Organisation,4.6,392,1.3k,24,,38
2705,Marksans Pharma,3.4,392,1.6k,24,,18
2706,Axis Finance,3.7,392,2k,24,6,16
2707,Federal Mogul Goetze,4.0,392,1.3k,17,,54
2708,Uplers,3.8,392,1.6k,45,101,109
2709,Stanley Black & Decker,3.7,391,1.8k,24,25,29
2710,Ipsos,3.2,391,2.4k,42,10,22
2711,Supertech,4.0,391,1.6k,18,7,35
2712,Gravita,4.4,391,1.1k,49,23,31
2713,V-Xpress,3.9,391,1.1k,20,,32
2714,Himatsingka Seide,3.5,391,1.5k,27,2,35
2715,Sagar Cements,4.3,391,1.3k,35,2,26
2716,Connectwise India,3.4,391,2.7k,60,9,40
2717,Kcc Buildcon,3.9,390,1.4k,32,5,31
2718,Piramal Swasthya,4.1,390,958,20,4,36
2719,Aizant Drug Research Solutions,3.8,390,1.2k,14,9,29
2720,Hanon Systems,4.0,390,1.6k,16,,50
2721,ClearTax,3.0,389,2.1k,49,17,19
2722,Gold Plus Glass,3.5,389,1.4k,21,6,54
2723,Indian Overseas Bank,3.3,389,1.1k,17,,25
2724,D.p. Jain & Co. Infrastructure Pvt .,3.1,389,1.3k,28,4,27
2725,Vidal Health Tpa,3.5,389,1.2k,29,10,35
2726,Owens Corning,3.6,390,1.7k,20,1,38
2727,Sterling Tools,4.0,389,1.1k,40,,31
2728,Manhattan Associates,3.5,388,3.4k,42,16,40
2729,Shiprocket Private Limited,3.4,388,2.6k,56,54,17
2730,Sleek International,3.5,388,1.2k,31,,43
2731,SML Isuzu,4.2,388,1.3k,27,,33
2732,Munjal Showa,3.2,388,1.2k,18,,37
2733,Flyjac Logistics,4.0,388,1.3k,8,2,18
2734,Bharat Aluminium Company (BALCO),4.1,388,1.5k,35,,43
2735,Enterprise Growth Accelerator,3.5,387,634,11,,4
2736,Triumphant Institute of Management Education,3.7,387,1.3k,15,47,31
2737,Copeland,3.9,388,2.1k,23,88,1
2738,Gujarat Ambuja Exports,3.5,387,1.4k,22,2,24
2739,STUDDS Accessories Limited,3.9,387,1.3k,55,,28
2740,Grey Orange,3.0,386,2.2k,44,17,49
2741,AccorHotels,4.3,386,1.2k,21,,50
2742,UCAL Fuel Systems,3.9,386,1.4k,9,,28
2743,V-bazaar Retail,3.9,386,908,31,,31
2744,Moolchand Hospital,4.2,386,745,21,16,13
2745,Glaze Trading India,4.2,385,898,17,,52
2746,Alfanar,4.0,385,914,24,21,58
2747,Cheil India,2.9,385,2k,19,8,48
2748,Hajee A P Bava Construction,3.8,386,943,12,1,26
2749,Publicis,3.7,385,3.9k,56,,27
2750,Azentio,3.1,385,3.5k,47,1,9
2751,Kailash Hospital,3.8,385,987,19,41,22
2752,Sangeetha Mobile,3.6,385,1.5k,20,1,29
2753,MRF Vapocure Paints,4.0,384,1.2k,31,,16
2754,Zypp Electric,3.7,384,898,25,6,18
2755,Vectus Industries,4.1,384,1.3k,19,,57
2756,Shree Baidyanath Ayurved Bhawan,3.9,384,1.2k,30,3,21
2757,Kirloskar Toyota Textile Machinery,4.6,384,798,20,,44
2758,Coronis Health,3.4,384,1.1k,27,2,10
2759,Tutopia,4.5,384,368,193,1,2
2760,VRB Consumer Products Private Limited,4.1,384,1.2k,22,17,32
2761,Universal Corporation,3.7,384,1.2k,19,,21
2762,Christian Medical College,4.1,383,1.2k,13,2,29
2763,PropTiger.com,3.7,383,1.3k,24,,70
2764,Mettler-Toledo,3.6,383,2k,27,5,39
2765,Healthcare At Home,3.7,383,1.2k,29,16,30
2766,RDC Concrete (India),4.0,383,1.2k,38,4,34
2767,Jeeves Consumer Services,3.6,383,833,33,24,35
2768,Aeries Technology,3.2,383,2.3k,31,60,32
2769,Bses Yamuna Power,3.8,383,1.4k,23,,25
2770,Adani Logistics,3.7,383,1.6k,15,,5
2771,Nowfloats Technologies,2.7,383,1.1k,18,6,62
2772,XL Health,4.2,382,1.5k,23,,52
2773,Descon Engineering,4.0,382,604,22,,62
2774,Dynacons Systems & Solutions,3.7,382,1.3k,25,26,18
2775,Mahindra Last Mile Mobility,3.7,382,1.1k,21,,1
2776,Dimension Data,4.5,381,1.3k,8,,42
2777,ABM Knowledgeware,3.7,381,1.4k,32,15,32
2778,Burns & McDonnell,4.0,382,2.1k,52,,31
2779,Thrillophilia,3.7,381,835,37,26,27
2780,Jubilant Biosys,3.6,381,1.9k,40,36,31
2781,SPRINKLR,2.8,381,3.7k,110,71,29
2782,Enphase Energy,2.7,382,2.8k,52,2,18
2783,Runwal Group,3.9,381,1.8k,25,,39
2784,Core Integra Consulting Services,3.4,381,1.2k,23,,24
2785,Starbucks,4.0,381,1k,34,4,38
2786,Nissan,3.6,380,1.8k,28,,29
2787,SKH Y-TEC,3.8,380,1.3k,30,,22
2788,Tao Digital,3.7,380,1.1k,109,60,
2789,IDS Infotech,2.8,380,1.3k,42,9,31
2790,Park Hospital,3.6,380,1.2k,25,16,12
2791,Sumitomo Chemical,4.0,381,1.5k,19,1,23
2792,Cooper Corporation,4.0,380,1.4k,50,,31
2793,GMR Hyderabad International Airport,4.0,380,1.3k,18,,49
2794,Kuehne + Nagel,3.7,380,1.6k,25,12,41
2795,World Vision,4.3,380,700,21,7,31
2796,Acadecraft,3.1,380,870,53,3,47
2797,Jamna Auto Industries,3.8,380,1.6k,19,1,38
2798,Nuziveedu Seeds,3.9,381,1.1k,33,,30
2799,Examity,3.3,380,1.8k,33,3,31
2800,Kennametal,3.5,379,1.8k,27,4,37
2801,Moser Baer,3.9,379,699,9,,63
2802,Mindlance,3.7,379,1.5k,25,1,30
2803,Srei Equipment Finance,4.3,379,1k,11,,50
2804,Xdbs,2.8,378,1.7k,39,,42
2805,Konecranes,3.9,378,1.8k,23,11,52
2806,Merck,4.1,379,2.4k,20,5,37
2807,Karvy Innotech,3.0,378,1.8k,30,,16
2808,SRM University,3.5,378,1.4k,29,2,33
2809,VIT University,3.9,378,1.5k,30,76,27
2810,eNoah iSolution,3.7,378,2.2k,33,23,20
2811,The Phoenix Mills,3.8,378,1.8k,24,21,25
2812,AQuity Solutions India,3.7,378,2k,40,,24
2813,Sarvodaya Hospital,3.7,378,1.4k,18,30,24
2814,Air Liquide,3.7,378,1.6k,29,10,33
2815,AppInventiv Technologies,3.8,378,2.5k,78,22,65
2816,Daimler Truck,3.7,378,2.5k,40,,1
2817,TruBridge Healthcare Private Limited,3.9,378,558,126,1,4
2818,Icertis,3.2,377,3.1k,54,53,49
2819,Agilent Technologies,4.0,377,1.9k,22,71,53
2820,Icertis,3.2,377,3.1k,54,53,49
2821,Rosmerta Technologies,3.4,377,1.6k,31,17,14
2822,MCM Telecom Equipment,3.8,377,899,17,,40
2823,S2 Infotech,3.5,376,1.5k,13,,19
